year,series,series_id,region,region_id,value,value_normalized
2005,Internet users,science2,Puglia,ITF4,23.0,0.037433
2006,Internet users,science2,Puglia,ITF4,26.9,0.148718
2007,Internet users,science2,Puglia,ITF4,26.5,0.000000
2008,Internet users,science2,Puglia,ITF4,30.4,0.000000
2009,Internet users,science2,Puglia,ITF4,34.9,0.000000
2010,Internet users,science2,Puglia,ITF4,41.4,0.065359
2001,Internet users,science2,Sardegna,ITG2,26.3,0.605263
2002,Internet users,science2,Sardegna,ITG2,27.0,0.488372
2003,Internet users,science2,Sardegna,ITG2,27.2,0.372671
2005,Internet users,science2,Sardegna,ITG2,31.2,0.475936
2006,Internet users,science2,Sardegna,ITG2,35.6,0.594872
2007,Internet users,science2,Sardegna,ITG2,38.5,0.603015
2008,Internet users,science2,Sardegna,ITG2,41.5,0.504545
2009,Internet users,science2,Sardegna,ITG2,46.6,0.653631
2010,Internet users,science2,Sardegna,ITG2,51.0,0.692810
2001,Internet users,science2,Sicilia,ITG1,17.1,0.000000
2002,Internet users,science2,Sicilia,ITG1,19.3,0.040698
2003,Internet users,science2,Sicilia,ITG1,21.2,0.000000
2005,Internet users,science2,Sicilia,ITG1,22.3,0.000000
2006,Internet users,science2,Sicilia,ITG1,25.1,0.056410
2007,Internet users,science2,Sicilia,ITG1,26.9,0.020101
2008,Internet users,science2,Sicilia,ITG1,30.9,0.022727
2009,Internet users,science2,Sicilia,ITG1,37.2,0.128492
2010,Internet users,science2,Sicilia,ITG1,42.3,0.124183
2001,Internet users,science2,Toscana,ITE1,30.1,0.855263
2002,Internet users,science2,Toscana,ITE1,31.0,0.720930
2003,Internet users,science2,Toscana,ITE1,31.3,0.627329
2005,Internet users,science2,Toscana,ITE1,34.4,0.647059
2006,Internet users,science2,Toscana,ITE1,37.8,0.707692
2007,Internet users,science2,Toscana,ITE1,39.3,0.643216
2008,Internet users,science2,Toscana,ITE1,41.0,0.481818
2009,Internet users,science2,Toscana,ITE1,47.0,0.675978
2010,Internet users,science2,Toscana,ITE1,50.9,0.686275
2001,Internet users,science2,Trento,ITD2,29.8,0.835526
2002,Internet users,science2,Trento,ITD2,33.6,0.872093
2003,Internet users,science2,Trento,ITD2,34.7,0.838509
2005,Internet users,science2,Trento,ITD2,39.3,0.909091
2006,Internet users,science2,Trento,ITD2,40.9,0.866667
2007,Internet users,science2,Trento,ITD2,42.5,0.804020
2008,Internet users,science2,Trento,ITD2,45.6,0.690909
2009,Internet users,science2,Trento,ITD2,52.2,0.966480
2010,Internet users,science2,Trento,ITD2,54.5,0.921569
2001,Internet users,science2,Umbria,ITE2,27.6,0.690789
2002,Internet users,science2,Umbria,ITE2,24.6,0.348837
2003,Internet users,science2,Umbria,ITE2,28.5,0.453416
2005,Internet users,science2,Umbria,ITE2,34.2,0.636364
2006,Internet users,science2,Umbria,ITE2,35.4,0.584615
2007,Internet users,science2,Umbria,ITE2,36.2,0.487437
2008,Internet users,science2,Umbria,ITE2,40.8,0.472727
2009,Internet users,science2,Umbria,ITE2,45.8,0.608939
2010,Internet users,science2,Umbria,ITE2,47.0,0.431373
2001,Internet users,science2,Valle d'Aosta,ITC2,31.5,0.947368
2002,Internet users,science2,Valle d'Aosta,ITC2,27.8,0.534884
2003,Internet users,science2,Valle d'Aosta,ITC2,32.4,0.695652
2005,Internet users,science2,Valle d'Aosta,ITC2,35.0,0.679144
2006,Internet users,science2,Valle d'Aosta,ITC2,35.3,0.579487
2007,Internet users,science2,Valle d'Aosta,ITC2,40.4,0.698492
2008,Internet users,science2,Valle d'Aosta,ITC2,45.0,0.663636
2009,Internet users,science2,Valle d'Aosta,ITC2,47.9,0.726257
2010,Internet users,science2,Valle d'Aosta,ITC2,52.2,0.771242
2001,Internet users,science2,Veneto,ITD3,29.1,0.789474
2002,Internet users,science2,Veneto,ITD3,31.1,0.726744
2003,Internet users,science2,Veneto,ITD3,33.1,0.739130
2005,Internet users,science2,Veneto,ITD3,35.8,0.721925
2006,Internet users,science2,Veneto,ITD3,37.7,0.702564
2007,Internet users,science2,Veneto,ITD3,40.7,0.713568
2008,Internet users,science2,Veneto,ITD3,43.7,0.604545
2009,Internet users,science2,Veneto,ITD3,46.4,0.642458
2010,Internet users,science2,Veneto,ITD3,50.6,0.666667
2000,Research and development personnel,science3,Abruzzo,ITF1,2.2,0.363636
2001,Research and development personnel,science3,Abruzzo,ITF1,16.1,0.319149
2002,Research and development personnel,science3,Abruzzo,ITF1,2.5,0.360000
2003,Research and development personnel,science3,Abruzzo,ITF1,2.6,0.365385
2004,Research and development personnel,science3,Abruzzo,ITF1,2.6,0.360000
2005,Research and development personnel,science3,Abruzzo,ITF1,2.6,0.346939
2006,Research and development personnel,science3,Abruzzo,ITF1,2.6,0.346939
2007,Research and development personnel,science3,Abruzzo,ITF1,2.5,0.320000
2008,Research and development personnel,science3,Abruzzo,ITF1,2.8,0.320000
2009,Research and development personnel,science3,Abruzzo,ITF1,2.4,0.272727
2000,Research and development personnel,science3,Basilicata,ITF5,1.5,0.204545
2001,Research and development personnel,science3,Basilicata,ITF5,1.5,0.170213
2002,Research and development personnel,science3,Basilicata,ITF5,1.1,0.080000
2003,Research and development personnel,science3,Basilicata,ITF5,1.2,0.096154
2004,Research and development personnel,science3,Basilicata,ITF5,1.2,0.080000
2005,Research and development personnel,science3,Basilicata,ITF5,1.2,0.061224
2006,Research and development personnel,science3,Basilicata,ITF5,1.9,0.204082
2007,Research and development personnel,science3,Basilicata,ITF5,2.0,0.220000
2008,Research and development personnel,science3,Basilicata,ITF5,2.3,0.220000
2009,Research and development personnel,science3,Basilicata,ITF5,1.7,0.145455
2002,Research and development personnel,science3,Bolzano,ITD1,4.0,0.660000
2003,Research and development personnel,science3,Bolzano,ITD1,1.4,0.134615
2004,Research and development personnel,science3,Bolzano,ITD1,1.6,0.160000
2005,Research and development personnel,science3,Bolzano,ITD1,1.6,0.142857
2006,Research and development personnel,science3,Bolzano,ITD1,2.1,0.244898
2007,Research and development personnel,science3,Bolzano,ITD1,2.5,0.320000
2008,Research and development personnel,science3,Bolzano,ITD1,2.7,0.300000
2009,Research and development personnel,science3,Bolzano,ITD1,2.9,0.363636
2000,Research and development personnel,science3,Calabria,ITF6,0.6,0.000000
2001,Research and development personnel,science3,Calabria,ITF6,0.7,0.000000
2002,Research and development personnel,science3,Calabria,ITF6,0.7,0.000000
2003,Research and development personnel,science3,Calabria,ITF6,0.7,0.000000
2004,Research and development personnel,science3,Calabria,ITF6,0.8,0.000000
2005,Research and development personnel,science3,Calabria,ITF6,0.9,0.000000
2006,Research and development personnel,science3,Calabria,ITF6,0.9,0.000000
2007,Research and development personnel,science3,Calabria,ITF6,0.9,0.000000
2008,Research and development personnel,science3,Calabria,ITF6,1.2,0.000000
2009,Research and development personnel,science3,Calabria,ITF6,0.9,0.000000
2000,Research and development personnel,science3,Campania,ITF3,1.8,0.272727
2001,Research and development personnel,science3,Campania,ITF3,1.8,0.234043
2002,Research and development personnel,science3,Campania,ITF3,2.0,0.260000
2003,Research and development personnel,science3,Campania,ITF3,2.0,0.250000
2004,Research and development personnel,science3,Campania,ITF3,2.0,0.240000
2005,Research and development personnel,science3,Campania,ITF3,2.0,0.224490
2006,Research and development personnel,science3,Campania,ITF3,2.2,0.265306
2007,Research and development personnel,science3,Campania,ITF3,2.2,0.260000
2008,Research and development personnel,science3,Campania,ITF3,2.6,0.280000
2009,Research and development personnel,science3,Campania,ITF3,2.5,0.290909
2000,Research and development personnel,science3,Emilia-Romagna,ITD5,3.4,0.636364
2001,Research and development personnel,science3,Emilia-Romagna,ITD5,3.7,0.638298
2002,Research and development personnel,science3,Emilia-Romagna,ITD5,4.0,0.660000
2003,Research and development personnel,science3,Emilia-Romagna,ITD5,3.7,0.576923
2004,Research and development personnel,science3,Emilia-Romagna,ITD5,3.8,0.600000
2005,Research and development personnel,science3,Emilia-Romagna,ITD5,4.2,0.673469
2006,Research and development personnel,science3,Emilia-Romagna,ITD5,4.7,0.775510
2007,Research and development personnel,science3,Emilia-Romagna,ITD5,5.5,0.920000
2008,Research and development personnel,science3,Emilia-Romagna,ITD5,5.4,0.840000
2009,Research and development personnel,science3,Emilia-Romagna,ITD5,5.3,0.800000
2000,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,2.9,0.522727
2001,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,3.4,0.574468
2002,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,3.2,0.500000
2003,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,3.1,0.461538
2004,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,3.5,0.540000
2005,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,3.8,0.591837
2006,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,4.0,0.632653
2007,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,4.2,0.660000
2008,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,5.4,0.840000
2009,Research and development personnel,science3,Friuli-Venezia Giulia,ITD4,4.9,0.727273
2000,Research and development personnel,science3,Lazio,ITE4,5.0,1.000000
2001,Research and development personnel,science3,Lazio,ITE4,5.4,1.000000
2002,Research and development personnel,science3,Lazio,ITE4,5.7,1.000000
2003,Research and development personnel,science3,Lazio,ITE4,5.9,1.000000
2004,Research and development personnel,science3,Lazio,ITE4,5.8,1.000000
2005,Research and development personnel,science3,Lazio,ITE4,5.8,1.000000
2006,Research and development personnel,science3,Lazio,ITE4,5.8,1.000000
2007,Research and development personnel,science3,Lazio,ITE4,5.9,1.000000
2008,Research and development personnel,science3,Lazio,ITE4,6.2,1.000000
2009,Research and development personnel,science3,Lazio,ITE4,5.8,0.890909
2000,Research and development personnel,science3,Liguria,ITC3,3.1,0.568182
2001,Research and development personnel,science3,Liguria,ITC3,2.9,0.468085
2002,Research and development personnel,science3,Liguria,ITC3,3.1,0.480000
2003,Research and development personnel,science3,Liguria,ITC3,3.1,0.461538
2004,Research and development personnel,science3,Liguria,ITC3,3.1,0.460000
2005,Research and development personnel,science3,Liguria,ITC3,3.3,0.489796
2006,Research and development personnel,science3,Liguria,ITC3,3.5,0.530612
2007,Research and development personnel,science3,Liguria,ITC3,3.5,0.520000
2008,Research and development personnel,science3,Liguria,ITC3,4.0,0.560000
2009,Research and development personnel,science3,Liguria,ITC3,4.4,0.636364
2000,Research and development personnel,science3,Lombardia,ITC4,3.7,0.704545
2001,Research and development personnel,science3,Lombardia,ITC4,3.2,0.531915
2002,Research and development personnel,science3,Lombardia,ITC4,3.5,0.560000
2003,Research and development personnel,science3,Lombardia,ITC4,3.2,0.480769
2004,Research and development personnel,science3,Lombardia,ITC4,3.2,0.480000
2005,Research and development personnel,science3,Lombardia,ITC4,3.4,0.510204
2006,Research and development personnel,science3,Lombardia,ITC4,3.9,0.612245
2007,Research and development personnel,science3,Lombardia,ITC4,4.2,0.660000
2008,Research and development personnel,science3,Lombardia,ITC4,4.6,0.680000
2009,Research and development personnel,science3,Lombardia,ITC4,4.7,0.690909
2000,Research and development personnel,science3,Marche,ITE3,1.9,0.295455
2001,Research and development personnel,science3,Marche,ITE3,1.7,0.212766
2002,Research and development personnel,science3,Marche,ITE3,2.0,0.260000
2003,Research and development personnel,science3,Marche,ITE3,1.9,0.230769
2004,Research and development personnel,science3,Marche,ITE3,1.8,0.200000
2005,Research and development personnel,science3,Marche,ITE3,2.0,0.224490
2006,Research and development personnel,science3,Marche,ITE3,2.4,0.306122
2007,Research and development personnel,science3,Marche,ITE3,3.1,0.440000
2008,Research and development personnel,science3,Marche,ITE3,3.3,0.420000
2009,Research and development personnel,science3,Marche,ITE3,2.9,0.363636
2000,Research and development personnel,science3,Molise,ITF2,0.7,0.022727
2001,Research and development personnel,science3,Molise,ITF2,0.8,0.021277
2002,Research and development personnel,science3,Molise,ITF2,1.0,0.060000
2003,Research and development personnel,science3,Molise,ITF2,1.0,0.057692
2004,Research and development personnel,science3,Molise,ITF2,1.1,0.060000
2005,Research and development personnel,science3,Molise,ITF2,1.5,0.122449
2006,Research and development personnel,science3,Molise,ITF2,1.6,0.142857
2007,Research and development personnel,science3,Molise,ITF2,1.6,0.140000
2008,Research and development personnel,science3,Molise,ITF2,1.6,0.080000
2009,Research and development personnel,science3,Molise,ITF2,1.6,0.127273
2000,Research and development personnel,science3,Piemonte,ITC1,4.1,0.795455
2001,Research and development personnel,science3,Piemonte,ITC1,4.2,0.744681
2002,Research and development personnel,science3,Piemonte,ITC1,4.5,0.760000
2003,Research and development personnel,science3,Piemonte,ITC1,4.4,0.711538
2004,Research and development personnel,science3,Piemonte,ITC1,4.3,0.700000
2005,Research and development personnel,science3,Piemonte,ITC1,4.3,0.693878
2006,Research and development personnel,science3,Piemonte,ITC1,4.7,0.775510
2007,Research and development personnel,science3,Piemonte,ITC1,4.9,0.800000
2008,Research and development personnel,science3,Piemonte,ITC1,6.2,1.000000
2009,Research and development personnel,science3,Piemonte,ITC1,5.2,0.781818
2000,Research and development personnel,science3,Puglia,ITF4,1.1,0.113636
2001,Research and development personnel,science3,Puglia,ITF4,1.2,0.106383
2002,Research and development personnel,science3,Puglia,ITF4,1.3,0.120000
2003,Research and development personnel,science3,Puglia,ITF4,1.3,0.115385
2004,Research and development personnel,science3,Puglia,ITF4,1.3,0.100000
2005,Research and development personnel,science3,Puglia,ITF4,1.5,0.122449
2006,Research and development personnel,science3,Puglia,ITF4,1.6,0.142857
2007,Research and development personnel,science3,Puglia,ITF4,1.8,0.180000
2008,Research and development personnel,science3,Puglia,ITF4,2.0,0.160000
2009,Research and development personnel,science3,Puglia,ITF4,1.7,0.145455
2000,Research and development personnel,science3,Sardegna,ITG2,1.5,0.204545
2001,Research and development personnel,science3,Sardegna,ITG2,1.6,0.191489
2002,Research and development personnel,science3,Sardegna,ITG2,1.6,0.180000
2003,Research and development personnel,science3,Sardegna,ITG2,1.6,0.173077
2004,Research and development personnel,science3,Sardegna,ITG2,1.6,0.160000
2005,Research and development personnel,science3,Sardegna,ITG2,1.7,0.163265
2006,Research and development personnel,science3,Sardegna,ITG2,2.0,0.224490
2007,Research and development personnel,science3,Sardegna,ITG2,1.7,0.160000
2008,Research and development personnel,science3,Sardegna,ITG2,2.0,0.160000
2009,Research and development personnel,science3,Sardegna,ITG2,1.9,0.181818
2000,Research and development personnel,science3,Sicilia,ITG1,1.3,0.159091
2001,Research and development personnel,science3,Sicilia,ITG1,1.5,0.170213
2002,Research and development personnel,science3,Sicilia,ITG1,1.5,0.160000
2003,Research and development personnel,science3,Sicilia,ITG1,1.5,0.153846
2004,Research and development personnel,science3,Sicilia,ITG1,1.6,0.160000
2005,Research and development personnel,science3,Sicilia,ITG1,1.8,0.183673
2006,Research and development personnel,science3,Sicilia,ITG1,1.8,0.183673
2007,Research and development personnel,science3,Sicilia,ITG1,1.7,0.160000
2008,Research and development personnel,science3,Sicilia,ITG1,2.0,0.160000
2009,Research and development personnel,science3,Sicilia,ITG1,1.7,0.145455
2000,Research and development personnel,science3,Toscana,ITE1,2.5,0.431818
2001,Research and development personnel,science3,Toscana,ITE1,2.8,0.446809
2002,Research and development personnel,science3,Toscana,ITE1,3.0,0.460000
2003,Research and development personnel,science3,Toscana,ITE1,3.0,0.442308
2004,Research and development personnel,science3,Toscana,ITE1,3.0,0.440000
2005,Research and development personnel,science3,Toscana,ITE1,3.3,0.489796
2006,Research and development personnel,science3,Toscana,ITE1,3.5,0.530612
2007,Research and development personnel,science3,Toscana,ITE1,3.8,0.580000
2008,Research and development personnel,science3,Toscana,ITE1,4.3,0.620000
2009,Research and development personnel,science3,Toscana,ITE1,4.0,0.563636
2002,Research and development personnel,science3,Trento,ITD2,0.9,0.040000
2003,Research and development personnel,science3,Trento,ITD2,3.5,0.538462
2004,Research and development personnel,science3,Trento,ITD2,3.6,0.560000
2005,Research and development personnel,science3,Trento,ITD2,3.9,0.612245
2006,Research and development personnel,science3,Trento,ITD2,4.2,0.673469
2007,Research and development personnel,science3,Trento,ITD2,4.8,0.780000
2008,Research and development personnel,science3,Trento,ITD2,5.2,0.800000
2009,Research and development personnel,science3,Trento,ITD2,6.4,1.000000
2000,Research and development personnel,science3,Umbria,ITE2,2.5,0.431818
2001,Research and development personnel,science3,Umbria,ITE2,2.8,0.446809
2002,Research and development personnel,science3,Umbria,ITE2,2.7,0.400000
2003,Research and development personnel,science3,Umbria,ITE2,2.8,0.403846
2004,Research and development personnel,science3,Umbria,ITE2,2.8,0.400000
2005,Research and development personnel,science3,Umbria,ITE2,2.8,0.387755
2006,Research and development personnel,science3,Umbria,ITE2,3.1,0.448980
2007,Research and development personnel,science3,Umbria,ITE2,3.2,0.460000
2008,Research and development personnel,science3,Umbria,ITE2,3.0,0.360000
2009,Research and development personnel,science3,Umbria,ITE2,2.9,0.363636
2000,Research and development personnel,science3,Valle d'Aosta,ITC2,2.2,0.363636
2001,Research and development personnel,science3,Valle d'Aosta,ITC2,2.2,0.319149
2002,Research and development personnel,science3,Valle d'Aosta,ITC2,1.7,0.200000
2003,Research and development personnel,science3,Valle d'Aosta,ITC2,1.6,0.173077
2004,Research and development personnel,science3,Valle d'Aosta,ITC2,1.6,0.160000
2005,Research and development personnel,science3,Valle d'Aosta,ITC2,1.5,0.122449
2006,Research and development personnel,science3,Valle d'Aosta,ITC2,1.6,0.142857
2007,Research and development personnel,science3,Valle d'Aosta,ITC2,2.1,0.240000
2008,Research and development personnel,science3,Valle d'Aosta,ITC2,2.3,0.220000
2009,Research and development personnel,science3,Valle d'Aosta,ITC2,2.6,0.309091
2000,Research and development personnel,science3,Veneto,ITD3,1.8,0.272727
2001,Research and development personnel,science3,Veneto,ITD3,2.0,0.276596
2002,Research and development personnel,science3,Veneto,ITD3,2.1,0.280000
2003,Research and development personnel,science3,Veneto,ITD3,2.0,0.250000
2004,Research and development personnel,science3,Veneto,ITD3,2.1,0.260000
2005,Research and development personnel,science3,Veneto,ITD3,2.2,0.265306
2006,Research and development personnel,science3,Veneto,ITD3,2.8,0.387755
2007,Research and development personnel,science3,Veneto,ITD3,3.5,0.520000
2008,Research and development personnel,science3,Veneto,ITD3,4.9,0.740000
2009,Research and development personnel,science3,Veneto,ITD3,4.4,0.636364
2003,Gini - Income distribution inequaity,wealth1,Abruzzo,ITF1,0.296,0.257732
2004,Gini - Income distribution inequaity,wealth1,Abruzzo,ITF1,0.293,0.312500
2005,Gini - Income distribution inequaity,wealth1,Abruzzo,ITF1,0.284,0.326316
2006,Gini - Income distribution inequaity,wealth1,Abruzzo,ITF1,0.3,0.589474
2007,Gini - Income distribution inequaity,wealth1,Abruzzo,ITF1,0.288,0.500000
2008,Gini - Income distribution inequaity,wealth1,Abruzzo,ITF1,0.263,0.000000
2009,Gini - Income distribution inequaity,wealth1,Abruzzo,ITF1,0.274,0.215909
2003,Gini - Income distribution inequaity,wealth1,Basilicata,ITF5,0.272,0.010309
2004,Gini - Income distribution inequaity,wealth1,Basilicata,ITF5,0.298,0.375000
2005,Gini - Income distribution inequaity,wealth1,Basilicata,ITF5,0.273,0.210526
2006,Gini - Income distribution inequaity,wealth1,Basilicata,ITF5,0.295,0.536842
2007,Gini - Income distribution inequaity,wealth1,Basilicata,ITF5,0.305,0.693182
2008,Gini - Income distribution inequaity,wealth1,Basilicata,ITF5,0.289,0.361111
2009,Gini - Income distribution inequaity,wealth1,Basilicata,ITF5,0.309,0.613636
2003,Gini - Income distribution inequaity,wealth1,Bolzano,ITD1,0.288,0.175258
2004,Gini - Income distribution inequaity,wealth1,Bolzano,ITD1,0.298,0.375000
2005,Gini - Income distribution inequaity,wealth1,Bolzano,ITD1,0.267,0.147368
2006,Gini - Income distribution inequaity,wealth1,Bolzano,ITD1,0.282,0.400000
2007,Gini - Income distribution inequaity,wealth1,Bolzano,ITD1,0.271,0.306818
2008,Gini - Income distribution inequaity,wealth1,Bolzano,ITD1,0.298,0.486111
2009,Gini - Income distribution inequaity,wealth1,Bolzano,ITD1,0.269,0.159091
2003,Gini - Income distribution inequaity,wealth1,Calabria,ITF6,0.322,0.525773
2004,Gini - Income distribution inequaity,wealth1,Calabria,ITF6,0.333,0.812500
2005,Gini - Income distribution inequaity,wealth1,Calabria,ITF6,0.348,1.000000
2006,Gini - Income distribution inequaity,wealth1,Calabria,ITF6,0.326,0.863158
2007,Gini - Income distribution inequaity,wealth1,Calabria,ITF6,0.318,0.840909
2008,Gini - Income distribution inequaity,wealth1,Calabria,ITF6,0.314,0.708333
2009,Gini - Income distribution inequaity,wealth1,Calabria,ITF6,0.324,0.784091
2003,Gini - Income distribution inequaity,wealth1,Campania,ITF3,0.357,0.886598
2004,Gini - Income distribution inequaity,wealth1,Campania,ITF3,0.347,0.987500
2005,Gini - Income distribution inequaity,wealth1,Campania,ITF3,0.343,0.947368
2006,Gini - Income distribution inequaity,wealth1,Campania,ITF3,0.335,0.957895
2007,Gini - Income distribution inequaity,wealth1,Campania,ITF3,0.332,1.000000
2008,Gini - Income distribution inequaity,wealth1,Campania,ITF3,0.327,0.888889
2009,Gini - Income distribution inequaity,wealth1,Campania,ITF3,0.329,0.840909
2003,Gini - Income distribution inequaity,wealth1,Emilia-Romagna,ITD5,0.295,0.247423
2004,Gini - Income distribution inequaity,wealth1,Emilia-Romagna,ITD5,0.299,0.387500
2005,Gini - Income distribution inequaity,wealth1,Emilia-Romagna,ITD5,0.304,0.536842
2006,Gini - Income distribution inequaity,wealth1,Emilia-Romagna,ITD5,0.291,0.494737
2007,Gini - Income distribution inequaity,wealth1,Emilia-Romagna,ITD5,0.301,0.647727
2008,Gini - Income distribution inequaity,wealth1,Emilia-Romagna,ITD5,0.297,0.472222
2009,Gini - Income distribution inequaity,wealth1,Emilia-Romagna,ITD5,0.301,0.522727
2003,Gini - Income distribution inequaity,wealth1,Friuli-Venezia Giulia,ITD4,0.283,0.123711
2004,Gini - Income distribution inequaity,wealth1,Friuli-Venezia Giulia,ITD4,0.273,0.062500
2005,Gini - Income distribution inequaity,wealth1,Friuli-Venezia Giulia,ITD4,0.262,0.094737
2006,Gini - Income distribution inequaity,wealth1,Friuli-Venezia Giulia,ITD4,0.262,0.189474
2007,Gini - Income distribution inequaity,wealth1,Friuli-Venezia Giulia,ITD4,0.261,0.193182
2008,Gini - Income distribution inequaity,wealth1,Friuli-Venezia Giulia,ITD4,0.265,0.027778
2009,Gini - Income distribution inequaity,wealth1,Friuli-Venezia Giulia,ITD4,0.271,0.181818
2003,Gini - Income distribution inequaity,wealth1,Lazio,ITE4,0.354,0.855670
2004,Gini - Income distribution inequaity,wealth1,Lazio,ITE4,0.328,0.750000
2005,Gini - Income distribution inequaity,wealth1,Lazio,ITE4,0.326,0.768421
2006,Gini - Income distribution inequaity,wealth1,Lazio,ITE4,0.339,1.000000
2007,Gini - Income distribution inequaity,wealth1,Lazio,ITE4,0.315,0.806818
2008,Gini - Income distribution inequaity,wealth1,Lazio,ITE4,0.324,0.847222
2009,Gini - Income distribution inequaity,wealth1,Lazio,ITE4,0.312,0.647727
2003,Gini - Income distribution inequaity,wealth1,Liguria,ITC3,0.299,0.288660
2004,Gini - Income distribution inequaity,wealth1,Liguria,ITC3,0.314,0.575000
2005,Gini - Income distribution inequaity,wealth1,Liguria,ITC3,0.292,0.410526
2006,Gini - Income distribution inequaity,wealth1,Liguria,ITC3,0.288,0.463158
2007,Gini - Income distribution inequaity,wealth1,Liguria,ITC3,0.292,0.545455
2008,Gini - Income distribution inequaity,wealth1,Liguria,ITC3,0.29,0.375000
2009,Gini - Income distribution inequaity,wealth1,Liguria,ITC3,0.283,0.318182
2003,Gini - Income distribution inequaity,wealth1,Lombardia,ITC4,0.317,0.474227
2004,Gini - Income distribution inequaity,wealth1,Lombardia,ITC4,0.32,0.650000
2005,Gini - Income distribution inequaity,wealth1,Lombardia,ITC4,0.304,0.536842
2006,Gini - Income distribution inequaity,wealth1,Lombardia,ITC4,0.313,0.726316
2007,Gini - Income distribution inequaity,wealth1,Lombardia,ITC4,0.291,0.534091
2008,Gini - Income distribution inequaity,wealth1,Lombardia,ITC4,0.295,0.444444
2009,Gini - Income distribution inequaity,wealth1,Lombardia,ITC4,0.301,0.522727
2003,Gini - Income distribution inequaity,wealth1,Marche,ITE3,0.271,0.000000
2004,Gini - Income distribution inequaity,wealth1,Marche,ITE3,0.28,0.150000
2005,Gini - Income distribution inequaity,wealth1,Marche,ITE3,0.278,0.263158
2006,Gini - Income distribution inequaity,wealth1,Marche,ITE3,0.292,0.505263
2007,Gini - Income distribution inequaity,wealth1,Marche,ITE3,0.281,0.420455
2008,Gini - Income distribution inequaity,wealth1,Marche,ITE3,0.289,0.361111
2009,Gini - Income distribution inequaity,wealth1,Marche,ITE3,0.274,0.215909
2003,Gini - Income distribution inequaity,wealth1,Molise,ITF2,0.299,0.288660
2004,Gini - Income distribution inequaity,wealth1,Molise,ITF2,0.286,0.225000
2005,Gini - Income distribution inequaity,wealth1,Molise,ITF2,0.305,0.547368
2006,Gini - Income distribution inequaity,wealth1,Molise,ITF2,0.304,0.631579
2007,Gini - Income distribution inequaity,wealth1,Molise,ITF2,0.308,0.727273
2008,Gini - Income distribution inequaity,wealth1,Molise,ITF2,0.319,0.777778
2009,Gini - Income distribution inequaity,wealth1,Molise,ITF2,0.307,0.590909
2003,Gini - Income distribution inequaity,wealth1,Piemonte,ITC1,0.309,0.391753
2004,Gini - Income distribution inequaity,wealth1,Piemonte,ITC1,0.309,0.512500
2005,Gini - Income distribution inequaity,wealth1,Piemonte,ITC1,0.29,0.389474
2006,Gini - Income distribution inequaity,wealth1,Piemonte,ITC1,0.284,0.421053
2007,Gini - Income distribution inequaity,wealth1,Piemonte,ITC1,0.291,0.534091
2008,Gini - Income distribution inequaity,wealth1,Piemonte,ITC1,0.291,0.388889
2009,Gini - Income distribution inequaity,wealth1,Piemonte,ITC1,0.301,0.522727
2003,Gini - Income distribution inequaity,wealth1,Puglia,ITF4,0.333,0.639175
2004,Gini - Income distribution inequaity,wealth1,Puglia,ITF4,0.303,0.437500
2005,Gini - Income distribution inequaity,wealth1,Puglia,ITF4,0.328,0.789474
2006,Gini - Income distribution inequaity,wealth1,Puglia,ITF4,0.311,0.705263
2007,Gini - Income distribution inequaity,wealth1,Puglia,ITF4,0.295,0.579545
2008,Gini - Income distribution inequaity,wealth1,Puglia,ITF4,0.31,0.652778
2009,Gini - Income distribution inequaity,wealth1,Puglia,ITF4,0.298,0.488636
2003,Gini - Income distribution inequaity,wealth1,Sardegna,ITG2,0.318,0.484536
2004,Gini - Income distribution inequaity,wealth1,Sardegna,ITG2,0.323,0.687500
2005,Gini - Income distribution inequaity,wealth1,Sardegna,ITG2,0.304,0.536842
2006,Gini - Income distribution inequaity,wealth1,Sardegna,ITG2,0.314,0.736842
2007,Gini - Income distribution inequaity,wealth1,Sardegna,ITG2,0.296,0.590909
2008,Gini - Income distribution inequaity,wealth1,Sardegna,ITG2,0.292,0.402778
2009,Gini - Income distribution inequaity,wealth1,Sardegna,ITG2,0.277,0.250000
2003,Gini - Income distribution inequaity,wealth1,Sicilia,ITG1,0.368,1.000000
2004,Gini - Income distribution inequaity,wealth1,Sicilia,ITG1,0.348,1.000000
2005,Gini - Income distribution inequaity,wealth1,Sicilia,ITG1,0.346,0.978947
2006,Gini - Income distribution inequaity,wealth1,Sicilia,ITG1,0.338,0.989474
2007,Gini - Income distribution inequaity,wealth1,Sicilia,ITG1,0.318,0.840909
2008,Gini - Income distribution inequaity,wealth1,Sicilia,ITG1,0.335,1.000000
2009,Gini - Income distribution inequaity,wealth1,Sicilia,ITG1,0.343,1.000000
2003,Gini - Income distribution inequaity,wealth1,Toscana,ITE1,0.291,0.206186
2004,Gini - Income distribution inequaity,wealth1,Toscana,ITE1,0.268,0.000000
